"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"1350","PM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0068964","TRUE","Canopy"
"1351","AM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0066402","TRUE","Canopy"
"1352","MP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0059962","TRUE","Canopy"
"1353","BSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.009359","TRUE","Canopy"
"1354","TP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.009562","TRUE","Canopy"
"1355","TSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.013384","TRUE","Canopy"
"1356","BP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.009583","TRUE","Canopy"
"1357","BC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.0088914","TRUE","Canopy"
"1358","BSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.007427","TRUE","Canopy"
"1359","TSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.008232","TRUE","Canopy"
"1360","MC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.0133994","TRUE","Canopy"
"1361","HP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.009198","TRUE","Canopy"
"1362","TC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.0087304","TRUE","Canopy"
"1363","PM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.0077406","TRUE","Canopy"
"1364","AM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.007532","TRUE","Canopy"
"1365","MP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.006888","TRUE","Canopy"
"1366","BSW","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.78686113924","TRUE","Surface"
"1367","TP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.78593096524","TRUE","Surface"
"1368","TSW","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.98504958875","TRUE","Surface"
"1369","BP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.99386420488","TRUE","Surface"
"1370","BC","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.79751396464","TRUE","Surface"
"1371","BSE","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.71948486608","TRUE","Surface"
"1372","TSE","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.945608035","TRUE","Surface"
"1373","MC","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.97657062424","TRUE","Surface"
"1374","HP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.8306185234","TRUE","Surface"
"1375","TC","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.38284789996","TRUE","Surface"
"1376","PM","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.48373916428","TRUE","Surface"
"1377","AM","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.79878915352","TRUE","Surface"
"1378","MP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Low","0.43259642368","TRUE","Surface"
"1379","BSW","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.77417430229","TRUE","Surface"
"1380","TP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.77318876079","TRUE","Surface"
"1381","TSW","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.94677653595","TRUE","Surface"
"1382","BP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.99349897898","TRUE","Surface"
"1383","BC","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.78546122444","TRUE","Surface"
"1384","BSE","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.70278753668","TRUE","Surface"
"1385","TSE","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.8063646046","TRUE","Surface"
"1386","MC","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.97517601854","TRUE","Surface"
"1387","HP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.82053629265","TRUE","Surface"
"1388","TC","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.34611265591","TRUE","Surface"
"1389","PM","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.45300935263","TRUE","Surface"
"1390","AM","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.78681231742","TRUE","Surface"
"1391","MP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","Mod","0.39882240128","TRUE","Surface"
"1392","BSW","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.746263261","TRUE","Surface"
"1393","TP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.745155911","TRUE","Surface"
"1394","TSW","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.940198355","TRUE","Surface"
"1395","BP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.992695482","TRUE","Surface"
"1396","BC","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.758945196","TRUE","Surface"
"1397","BSE","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.666053412","TRUE","Surface"
"1398","TSE","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.78243214","TRUE","Surface"
"1399","MC","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.972107886","TRUE","Surface"
"1400","HP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.798355385","TRUE","Surface"
"1401","TC","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.265295119","TRUE","Surface"
"1402","PM","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.385403767","TRUE","Surface"
"1403","AM","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.760463278","TRUE","Surface"
"1404","MP","46","Hardwood Coarse roots","Hardwood Coarse roots","Surviving deciduous coarse roots","","NA","1-deciduous mortality rate","","High","0.324519552","TRUE","Surface"
"1405","BSW","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.10656943038","TRUE","Surface"
"1406","TP","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.10703451738","TRUE","Surface"
"1407","TSW","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.00747520562499999","TRUE","Surface"
"1408","BP","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.00306789755999999","TRUE","Surface"
"1409","BC","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.10124301768","TRUE","Surface"
"1410","BSE","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.14025756696","TRUE","Surface"
"1411","TSE","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.0271959825","TRUE","Surface"
"1412","MC","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.01171468788","TRUE","Surface"
"1413","HP","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.0846907383","TRUE","Surface"
"1414","TC","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.30857605002","TRUE","Surface"
"1415","PM","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.25813041786","TRUE","Surface"
"1416","AM","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.10060542324","TRUE","Surface"
"1417","MP","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Low","0.28370178816","TRUE","Surface"
"1418","BSW","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Mod","0.112912848855","TRUE","Surface"
"1419","TP","47","Hardwood Coarse roots","Aboveground Fast DOM","Deciduous coarse roots in the duff that are killed but unconsumed","","NA","(deciduous mortality rate)*(deciduous coarse root fraction in organic soil)","","Mod","0.113405619605","TRUE","Surface"
