"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"152","MC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.28","TRUE","Canopy"
"153","HP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.45","TRUE","Canopy"
"154","TC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.24","TRUE","Canopy"
"155","PM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.13","TRUE","Canopy"
"156","AM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Low","0.28","TRUE","Canopy"
"157","BSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"158","TP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"159","TSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"160","BP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"161","BC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"162","BSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"163","TSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"164","MC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"165","HP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"166","TC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"167","PM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"168","AM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","Mod","0","TRUE","Canopy"
"169","BSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"170","TP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"171","TSW","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"172","BP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"173","BC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"174","BSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"175","TSE","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"176","MC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"177","HP","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"178","TC","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"179","PM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"180","AM","5","Softwood Foliage","Aboveground Very Fast DOM","Post-fire litterfall (heat-killed but not burned)","","NA","Mortality-CFB","Ellen provides","High","0","TRUE","Canopy"
"181","BSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"182","TP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"183","TSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0.0868","TRUE","Canopy"
"184","BP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"185","BC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"186","BSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"187","TSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0.0868","TRUE","Canopy"
"188","MC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"189","HP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"190","TC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"191","PM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"192","AM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Low","0","TRUE","Canopy"
"193","BSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"194","TP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"195","TSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"196","BP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"197","BC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.5642","TRUE","Canopy"
"198","BSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"199","TSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"200","MC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.64232","TRUE","Canopy"
"201","HP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.70308","TRUE","Canopy"
"202","TC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.5642","TRUE","Canopy"
"203","PM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.32984","TRUE","Canopy"
"204","AM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","Mod","0.29512","TRUE","Canopy"
"205","BSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"206","TP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"207","TSW","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"208","BP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"209","BC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"210","BSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"211","TSE","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"212","MC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"213","HP","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"214","TC","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"215","PM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"216","AM","6","Softwood Foliage","CO2","Crown Fraction Burned","","NA","CFB*FlamingCO2","Ellen provides","High","0.868","TRUE","Canopy"
"217","BSW","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"218","TP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"219","TSW","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","5e-04","TRUE","Canopy"
"220","BP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"221","BC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"222","BSE","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"223","TSE","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","5e-04","TRUE","Canopy"
"224","MC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"225","HP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"226","TC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"227","PM","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"228","AM","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Low","0","TRUE","Canopy"
"229","BSW","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00405","TRUE","Canopy"
"230","TP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00405","TRUE","Canopy"
"231","TSW","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00405","TRUE","Canopy"
"232","BP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00405","TRUE","Canopy"
"233","BC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00325","TRUE","Canopy"
"234","BSE","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00405","TRUE","Canopy"
"235","TSE","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00405","TRUE","Canopy"
"236","MC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.0037","TRUE","Canopy"
"237","HP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00405","TRUE","Canopy"
"238","TC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.00325","TRUE","Canopy"
"239","PM","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.0019","TRUE","Canopy"
"240","AM","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","Mod","0.0017","TRUE","Canopy"
"241","BSW","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"242","TP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"243","TSW","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"244","BP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"245","BC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"246","BSE","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"247","TSE","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"248","MC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"249","HP","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"250","TC","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"251","PM","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"252","AM","7","Softwood Foliage","CH4","Crown Fraction Burned","","NA","CFB*FlamingCH4","Ellen provides","High","0.005","TRUE","Canopy"
"253","BSW","8","Softwood Foliage","CO","Crown Fraction Burned","","NA","CFB*FlamingCO","Ellen provides","Low","0","TRUE","Canopy"
"254","TP","8","Softwood Foliage","CO","Crown Fraction Burned","","NA","CFB*FlamingCO","Ellen provides","Low","0","TRUE","Canopy"
